City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,berbera,10.4396,45.0143,30.17,77,100,0.88,SO,1683421082
368,kailua-kona,19.6406,-155.9956,28.98,73,75,5.14,US,1683421082
369,trincomalee,8.5711,81.2335,26.02,86,99,6.75,LK,1683420893
370,ketchikan,55.3422,-131.6461,12.26,62,75,2.57,US,1683421083
371,buka,40.8108,69.1986,12.76,66,92,2.17,UZ,1683421083
372,dalby,-27.1833,151.2667,20.4,57,100,6.08,AU,1683421083
373,la ronge,55.1001,-105.2842,16.12,26,75,4.12,CA,1683421083
374,kaiapoi,-43.3783,172.6401,16.72,89,100,2.57,NZ,1683421083
375,manaure,11.7751,-72.4445,27.28,76,100,7.82,CO,1683421083
376,longvic,47.2875,5.0634,15.26,77,0,2.06,FR,1683421084
377,bishkul,54.7803,69.1033,9.19,46,0,2.0,KZ,1683421084
378,hampton bays,40.869,-72.5176,16.62,71,0,2.57,US,1683421084
379,kerikeri,-35.2268,173.9474,18.68,92,100,4.07,NZ,1683421084
380,hede,33.7681,120.2517,16.33,56,70,10.43,CN,1683421084
381,lyskovo,56.0328,45.0422,-1.44,79,14,3.77,RU,1683421084
382,kiruna,67.8557,20.2251,-5.49,58,100,2.57,SE,1683421084
383,ariquemes,-9.9133,-63.0408,23.27,98,18,0.98,BR,1683421085
384,ulsteinvik,62.3432,5.8487,10.17,52,87,1.34,NO,1683421085
385,san patricio,28.017,-97.5169,27.87,80,100,6.51,US,1683421085
386,merritt,50.1123,-120.7942,7.99,94,100,2.13,CA,1683421085
387,beau vallon,-20.4189,57.6953,26.13,78,75,4.63,MU,1683421085
388,queimadas,-10.9783,-39.6264,22.13,88,49,3.52,BR,1683421085
389,port douglas,-16.4833,145.4667,26.09,75,78,5.03,AU,1683421085
390,castuera,38.732,-5.5439,13.84,72,1,2.67,ES,1683421086
391,spas-demensk,54.4122,34.0226,-2.66,65,9,1.73,RU,1683421086
392,aral,40.5156,81.2636,9.69,24,88,2.97,CN,1683421086
393,markovo,57.3206,107.0881,4.23,77,65,4.75,RU,1683421086
394,rimouski,48.4488,-68.524,15.1,69,40,1.92,CA,1683420542
395,akjoujt,19.6969,-14.4164,28.49,15,0,5.92,MR,1683421086
396,maheshwar,22.1833,75.5833,29.11,40,9,2.91,IN,1683421087
397,nizhniy kuranakh,58.8353,125.4869,2.94,97,100,4.86,RU,1683421087
398,cidade velha,14.9167,-23.6167,23.26,68,75,6.69,CV,1683421087
399,lagos,6.5833,3.75,25.18,90,100,0.4,NG,1683420820
400,shizuishan,39.2333,106.7694,13.18,45,100,4.64,CN,1683421087
401,tamanrasset,22.785,5.5228,20.95,11,0,2.57,DZ,1683421087
402,vilyuysk,63.7553,121.6247,0.57,97,100,4.93,RU,1683421087
403,ar rahad,12.7167,30.65,27.98,10,88,0.51,SD,1683421088
404,ongjin,37.9347,125.3619,14.33,44,100,4.52,KP,1683421088
405,guanica,17.9716,-66.908,27.81,65,2,2.44,PR,1683421088
406,nagqu,31.5,92.0,-0.27,48,100,4.23,CN,1683421088
407,dampit,-8.2116,112.7493,23.96,88,92,1.24,ID,1683421088
408,bulawayo,-20.15,28.5833,14.33,52,0,2.79,ZW,1683421089
409,whakatane,-37.9585,176.9854,20.28,87,100,2.24,NZ,1683421089
410,puerto penasco,31.3167,-113.5333,21.62,65,3,1.34,MX,1683421089
411,kargopol',61.5071,38.9456,-3.76,89,24,3.0,RU,1683421089
412,suva,-18.1416,178.4415,29.71,74,75,1.54,FJ,1683421090
413,luanda,-8.8368,13.2343,25.0,83,40,2.06,AO,1683421000
414,visakhapatnam,17.69,83.2093,26.94,83,75,1.03,IN,1683420970
415,belle fourche,44.6714,-103.8522,15.18,51,87,2.69,US,1683421091
416,greymouth,-42.4667,171.2,15.08,98,100,2.03,NZ,1683421091
417,rawah,34.4816,41.9093,21.3,49,0,7.95,IQ,1683421092
418,vila franca do campo,37.7167,-25.4333,18.23,95,100,5.27,PT,1683421092
419,aswan,24.0934,32.907,24.61,22,0,3.09,EG,1683421092
420,newport,51.5877,-2.9984,12.47,94,38,1.62,GB,1683421092
421,ruidoso,33.3317,-105.673,21.64,11,0,7.72,US,1683421092
422,lata,40.1629,-8.3327,15.04,99,100,1.2,PT,1683421093
423,okotoks,50.7289,-113.9828,10.71,84,100,2.18,CA,1683420521
424,brigantine,39.4101,-74.3646,15.56,77,5,1.34,US,1683421093
425,camarinas,43.1311,-9.1817,14.96,93,100,3.47,ES,1683421093
426,karyes,37.3,22.5,11.22,72,6,1.71,GR,1683421093
427,mont-dore,-22.2833,166.5833,27.99,99,1,2.98,NC,1683421093
428,birao,10.2849,22.7882,29.39,37,100,1.55,CF,1683421093
429,caburan,5.9181,125.6411,27.99,82,100,3.09,PH,1683421094
430,sur,22.5667,59.5289,27.86,55,76,4.03,OM,1683421094
431,selfoss,63.9331,-20.9971,9.47,79,100,3.93,IS,1683421039
432,papao,-17.75,-149.55,30.82,81,34,7.63,PF,1683421094
433,ciudad lazaro cardenas,17.9583,-102.2,28.28,69,0,3.12,MX,1683421094
434,iola,37.9245,-95.4,32.03,51,0,7.72,US,1683420892
435,haddington,55.9561,-2.7833,10.21,90,100,1.27,GB,1683421094
436,smithers,54.7804,-127.1743,12.18,66,100,5.66,CA,1683420913
437,al mindak,20.1588,41.2834,19.78,51,10,0.37,SA,1683421095
438,souillac,-20.5167,57.5167,26.21,78,75,4.63,MU,1683421095
439,zardob,40.2183,47.7083,14.91,70,91,1.76,AZ,1683421095
440,kourou,5.1552,-52.6478,26.03,89,100,3.38,GF,1683421095
441,behompy,-23.2496,43.8557,19.25,83,0,2.11,MG,1683421095
442,island harbour,50.724,-1.2758,12.86,96,92,2.21,GB,1683421095
443,siocon,7.7061,122.1353,29.77,72,90,0.91,PH,1683421096
444,tabou,4.423,-7.3528,26.65,85,100,2.66,CI,1683421096
445,bharthana,26.7571,79.2248,28.66,38,0,2.31,IN,1683421096
446,mata-utu,-13.2816,-176.1745,28.66,75,2,4.99,WF,1683421096
447,rongelap,11.1635,166.8941,27.46,76,98,7.46,MH,1683421096
448,ati,13.2154,18.3353,31.4,11,99,6.01,TD,1683421096
449,ringkobing,56.0901,8.244,6.12,74,92,7.81,DK,1683421097
450,badger,64.8,-147.5333,11.93,40,75,5.66,US,1683421097
451,dharamsala,32.2419,76.3213,12.94,52,2,5.11,IN,1683421097
452,ergli,56.8975,25.6367,-2.44,69,13,1.69,LV,1683420982
453,knysna,-34.0363,23.0471,14.63,90,22,2.45,ZA,1683421097
454,togur,58.3631,82.8265,13.38,74,36,2.59,RU,1683421097
455,kununurra,-15.7667,128.7333,27.99,32,5,7.2,AU,1683421098
456,merowe,18.4833,31.8167,28.72,17,76,7.08,SD,1683421098
457,calvinia,-31.4707,19.776,8.57,68,0,1.14,ZA,1683420857
458,yuzhno-kurilsk,44.0306,145.8556,5.51,62,6,1.01,RU,1683421098
459,spring creek,40.7266,-115.5859,7.83,61,79,3.94,US,1683420904
460,seinajoki,62.7945,22.8282,-0.17,79,0,2.57,FI,1683421098
461,sanya,18.2431,109.505,31.09,74,0,3.0,CN,1683421098
462,magadan,59.5667,150.8,2.78,76,13,1.46,RU,1683421098
463,pariaman,-0.619,100.12,24.03,97,100,4.86,ID,1683421099
464,amarante,-6.2411,-42.8547,25.81,70,93,1.29,BR,1683421099
465,kuqa,41.7278,82.9364,8.54,40,98,0.95,CN,1683421083
466,queenstown,-31.8976,26.8753,12.63,80,99,1.07,ZA,1683421099
467,sao jose da coroa grande,-8.8978,-35.1478,25.17,81,11,1.9,BR,1683421099
468,opole,50.5,18.0,8.55,93,100,2.96,PL,1683421099
469,bodaybo,57.8506,114.1933,3.36,69,98,6.95,RU,1683421100
470,oriximina,-1.7656,-55.8661,24.8,89,100,1.05,BR,1683421100
471,kirakira,-10.4544,161.9205,28.91,80,33,2.91,SB,1683421100
472,dzilam gonzalez,21.2833,-88.9333,27.69,67,41,4.76,MX,1683421100
473,pontes e lacerda,-15.2261,-59.3353,22.26,81,100,1.61,BR,1683420890
474,ola,59.5833,151.2833,3.06,75,9,1.22,RU,1683421100
475,thunder bay,48.4001,-89.3168,5.99,100,100,8.75,CA,1683420940
476,huron,41.1501,-82.5499,19.69,65,100,3.4,US,1683421101
477,wanning,18.8003,110.3967,29.9,77,10,7.02,CN,1683421101
478,tazacorte,28.629,-17.9293,21.54,81,75,8.75,ES,1683421101
479,horta,38.5333,-28.6333,17.79,97,100,12.96,PT,1683420807
480,tshabong,-26.05,22.45,21.83,27,100,10.49,BW,1683421101
481,howard springs,-12.497,131.047,31.01,67,5,6.3,AU,1683421101
482,santo tome,-31.6627,-60.7653,16.67,93,31,1.92,AR,1683421102
483,urengoy,65.9667,78.3667,-2.44,84,100,3.77,RU,1683421102
484,kananga,-5.8958,22.4178,21.22,90,61,0.7,CD,1683421102
485,chai badan,15.2,101.1333,32.83,56,96,6.98,TH,1683421102
486,sinabang,2.4803,96.3801,26.55,84,100,4.98,ID,1683421102
487,kelibia,36.8476,11.0939,19.14,88,20,1.54,TN,1683421102
488,hualien city,23.9769,121.6044,24.57,87,100,2.66,TW,1683421103
489,nova vicosa,-17.8919,-39.3719,24.68,75,1,4.55,BR,1683421103
490,revda,56.801,59.9303,8.71,68,21,2.11,RU,1683421103
491,salalah,17.0151,54.0924,25.8,70,60,0.39,OM,1683421103
492,altamont,42.2068,-121.7372,8.21,75,100,7.72,US,1683421103
493,acapulco de juarez,16.8634,-99.8901,29.05,72,0,3.04,MX,1683421103
494,maksatikha,57.797,35.8825,-3.32,86,15,2.23,RU,1683421103
495,villa gesell,-37.2639,-56.973,18.36,98,100,3.05,AR,1683421019
496,bayanhongor,46.7167,100.1167,2.73,72,100,3.7,MN,1683421104
497,zambrano,9.7472,-74.8153,29.1,64,100,3.36,CO,1683421104
498,yambio,4.5721,28.3955,18.84,94,91,1.36,SS,1683420860
499,sinop,41.7711,34.8709,9.88,75,100,1.68,TR,1683421104
500,rolla,37.9514,-91.7713,27.04,61,0,6.69,US,1683421104
501,dalhart,36.0595,-102.5133,29.01,10,0,9.26,US,1683421104
502,mariinsk,56.2139,87.7472,13.87,67,14,1.58,RU,1683421105
503,taoudenni,22.6783,-3.9836,34.33,8,100,4.2,ML,1683421105
504,jinjiang,24.8198,118.5741,24.45,89,93,0.47,CN,1683421105
505,port augusta,-32.5,137.7667,14.03,46,94,6.84,AU,1683421105
506,gao,16.6362,1.637,32.0,24,77,1.85,ML,1683421105
507,oroqen zizhiqi,50.5667,123.7167,15.97,15,0,3.65,CN,1683421105
508,smara,26.7384,-11.6719,17.92,78,54,7.18,EH,1683421105
509,iowa city,41.6611,-91.5302,25.97,65,75,3.09,US,1683421106
510,klaksvik,62.2266,-6.589,8.51,98,97,8.06,FO,1683421106
511,kadom,54.5592,42.4675,-1.54,76,0,2.68,RU,1683421106
512,sao joao do paraiso,-15.3136,-42.0144,16.78,80,0,2.15,BR,1683421106
513,lakatoro,-16.0999,167.4164,29.12,69,35,2.03,VU,1683421106
514,cabugao,17.7931,120.4578,32.16,55,5,1.95,PH,1683421106
515,tarauaca,-8.1614,-70.7656,21.89,98,100,0.21,BR,1683421106
516,dikhil,11.5,42.1667,27.38,50,24,1.28,DJ,1683421107
517,san antonio de pale,-1.4014,5.6325,28.14,78,60,4.4,GQ,1683421107
518,tobelo,1.7284,128.0095,29.76,71,43,1.28,ID,1683421107
519,yorkton,51.2167,-102.4677,15.91,33,75,8.23,CA,1683421107
520,port arthur,38.8,121.2667,17.12,51,100,9.47,CN,1683421107
521,bac lieu,9.285,105.7244,30.85,63,97,5.32,VN,1683421107
522,kristiansund,63.1115,7.732,7.36,53,75,3.09,NO,1683421107
523,angicos,-5.6656,-36.6011,24.72,70,16,6.67,BR,1683421108
524,humberto de campos,-2.5983,-43.4611,24.61,91,11,2.05,BR,1683421108
525,buala,-8.145,159.5921,30.42,67,68,2.29,SB,1683421108
526,brisas de zicatela,15.8369,-97.0419,29.1,75,11,2.63,MX,1683421108
527,kambar,27.5868,68.001,29.83,18,0,2.8,PK,1683421108
528,guankou,28.15,113.6333,15.89,93,100,1.73,CN,1683421108
529,bandon,51.7469,-8.7425,8.77,96,100,1.97,IE,1683421109
530,teknaf,20.8624,92.3058,28.61,72,9,2.03,BD,1683421109
531,porto novo,6.4965,2.6036,26.68,81,100,1.3,BJ,1683421109
532,burang,30.25,81.1667,-3.68,90,97,2.53,CN,1683421109
533,santa cruz,-17.8,-63.1667,16.7,94,75,1.03,BO,1683420823
534,shahpur,16.7,76.8333,25.92,72,96,2.32,IN,1683420966
535,kolyshley,52.7005,44.5367,1.86,67,8,4.57,RU,1683421109
536,rio grande,-32.035,-52.0986,18.06,99,100,3.9,BR,1683421109
537,reggane,26.7158,0.1714,32.78,7,100,1.44,DZ,1683421110
538,twon-brass,4.3151,6.2418,25.14,82,100,2.05,NG,1683421110
539,blackfoot,43.1905,-112.345,14.45,57,100,4.05,US,1683421110
540,tsiombe,-25.3,45.4833,18.81,90,5,1.57,MG,1683421110
541,taseyevo,57.2169,94.8978,7.74,70,23,0.89,RU,1683421110
542,champerico,14.3,-91.9167,34.3,73,49,3.47,GT,1683421110
543,tateyama,34.9833,139.8667,21.06,88,100,11.35,JP,1683421110
544,fort st. john,56.2499,-120.8529,19.94,22,75,12.86,CA,1683420825
545,cole harbour,44.6724,-63.4751,8.71,51,9,2.57,CA,1683421111
546,saudarkrokur,65.7461,-19.6394,5.97,88,90,0.97,IS,1683421111
547,novyy urgal,51.0736,132.5642,12.21,46,20,0.12,RU,1683421111
548,nadym,65.5333,72.5167,-1.55,97,100,6.69,RU,1683421111
549,sao joao do piaui,-8.3581,-42.2467,25.28,66,84,2.36,BR,1683421111
550,gunjur,13.2019,-16.7339,23.04,88,0,1.54,GM,1683421111
551,svetlyy,54.675,20.1347,6.09,74,4,4.23,RU,1683421112
552,hwange,-18.3693,26.5019,16.97,61,3,1.41,ZW,1683421112
553,east ballina,-28.8667,153.5833,20.01,81,100,2.48,AU,1683421112
554,swakopmund,-22.6833,14.5333,13.88,89,0,0.45,NA,1683421112
555,keflavik,64.0049,-22.5624,9.95,93,75,6.17,IS,1683421112
556,hunedoara,45.75,22.9,12.65,93,93,2.1,RO,1683421112
557,hirara,24.8,125.2833,27.15,89,75,8.75,JP,1683421112
558,kadugli,11.0167,29.7167,32.94,25,70,2.91,SD,1683421113
